status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,3.0,3.0,,Allamuchy Township,New Jersey,7840.0,1910.0,,410000.0
for_sale,3.0,3.0,0.51,Allamuchy Township,New Jersey,7838.0,1764.0,2003-09-03,450000.0
for_sale,1.0,1.0,,Allamuchy Township,New Jersey,7838.0,,2008-08-29,239000.0
for_sale,1.0,1.0,0.0,Allamuchy Township,New Jersey,7840.0,,,165000.0
for_sale,,,41.77,Hardwick Twp,New Jersey,7825.0,,,259900.0
for_sale,5.0,4.0,0.75,Mount Olive Township,New Jersey,7840.0,3636.0,2003-08-26,849900.0
for_sale,,,7.4,Fredon Township,New Jersey,7860.0,,2002-12-16,269900.0
for_sale,4.0,3.0,0.34,Allamuchy Township,New Jersey,7840.0,2912.0,2006-06-22,589900.0
for_sale,4.0,2.0,0.23,Hackettstown,New Jersey,7840.0,1624.0,,385900.0
for_sale,4.0,3.0,2.05,Mount Olive Township,New Jersey,7853.0,2600.0,2002-09-06,699900.0
for_sale,2.0,2.0,0.93,Stillwater,New Jersey,7860.0,,1992-01-03,259900.0
for_sale,3.0,3.0,2.56,Hackettstown,New Jersey,7840.0,4940.0,,699000.0
for_sale,4.0,2.0,0.32,Independence Township,New Jersey,7840.0,2532.0,,285000.0
for_sale,2.0,1.0,0.25,Independence Township,New Jersey,7840.0,1016.0,1995-08-21,179900.0
for_sale,2.0,1.0,0.24,Byram Township,New Jersey,7821.0,,2016-01-19,239900.0
for_sale,3.0,1.0,0.37,Washington Township,New Jersey,7840.0,,,174000.0
for_sale,2.0,2.0,0.77,Belvidere,New Jersey,7823.0,1209.0,,275000.0
for_sale,3.0,3.0,4.82,Washington Township,New Jersey,7853.0,,,399900.0
for_sale,3.0,2.0,0.31,Newton,New Jersey,7860.0,2328.0,,320000.0
for_sale,5.0,4.0,0.23,Andover,New Jersey,7821.0,2522.0,,324900.0
for_sale,3.0,2.0,1.14,Green Township,New Jersey,7860.0,1824.0,,375000.0
for_sale,3.0,1.0,0.13,Independence Township,New Jersey,7840.0,,2010-03-15,210000.0
for_sale,4.0,3.0,0.49,Bushkill,Pennsylvania,18324.0,1984.0,2003-12-18,330000.0
for_sale,4.0,5.0,4.6,Washington Township,New Jersey,7853.0,4501.0,2004-07-20,624900.0
for_sale,4.0,4.0,7.5,Stillwater,New Jersey,7875.0,,,899900.0
for_sale,4.0,4.0,0.29,Washington Township,New Jersey,7840.0,,1986-11-19,600000.0
for_sale,3.0,1.0,0.11,Liberty Township,New Jersey,7823.0,,,260000.0
for_sale,3.0,2.0,1.5,Stillwater,New Jersey,7860.0,1759.0,2004-06-16,325000.0
for_sale,,,3.95,Fredon Township,New Jersey,7860.0,,,109000.0
for_sale,3.0,2.0,1.84,Green Township,New Jersey,7860.0,1232.0,2007-05-01,315000.0
for_sale,5.0,4.0,4.54,Green Creek,New Jersey,7821.0,,2014-09-18,779000.0
for_sale,2.0,3.0,,Hampton,New Jersey,7860.0,1393.0,,269900.0
for_sale,3.0,4.0,1.28,Blairstown,New Jersey,7825.0,,2004-03-26,399000.0
for_sale,4.0,3.0,1.14,Blairstown,New Jersey,7825.0,2204.0,2021-03-24,395000.0
for_sale,3.0,3.0,6.48,Blairstown,New Jersey,7832.0,,1986-09-15,460000.0
for_sale,3.0,3.0,0.48,Green Township,New Jersey,7821.0,,2017-10-03,349999.0
for_sale,5.0,4.0,0.35,Allamuchy Township,New Jersey,7840.0,,2021-11-29,499000.0
for_sale,3.0,2.0,0.19,Stillwater,New Jersey,7860.0,,2016-06-10,699000.0
for_sale,4.0,3.0,1.0,Independence Township,New Jersey,7840.0,,1997-12-10,575000.0
for_sale,4.0,4.0,7.5,Stillwater,New Jersey,7860.0,5267.0,,899900.0
for_sale,5.0,6.0,10.0,Fredon Township,New Jersey,7860.0,,2006-08-16,1750000.0
for_sale,3.0,2.0,0.22,Newton,New Jersey,7860.0,,1998-03-09,389000.0
for_sale,3.0,2.0,0.57,Washington Township,New Jersey,7853.0,,,420000.0
for_sale,4.0,4.0,0.11,Allamuchy Township,New Jersey,7840.0,,2004-01-21,365900.0
for_sale,4.0,2.0,0.22,Hackettstown,New Jersey,7840.0,1768.0,,399000.0
for_sale,3.0,2.0,0.27,Stillwater,New Jersey,7860.0,,2019-09-23,489000.0
for_sale,3.0,2.0,1.87,Frelinghuysen,New Jersey,7825.0,2028.0,2013-10-18,554900.0
for_sale,3.0,2.0,0.15,Mount Olive Township,New Jersey,7828.0,10671.0,1997-09-18,329900.0
for_sale,3.0,2.0,0.31,Byram Township,New Jersey,7821.0,1630.0,1999-08-20,482000.0
for_sale,4.0,3.0,1.51,Hampton,New Jersey,7860.0,,2001-06-27,399000.0
for_sale,5.0,5.0,8.64,Fredon,New Jersey,7860.0,,2017-09-07,785000.0
for_sale,4.0,3.0,0.56,Mount Olive Township,New Jersey,7828.0,2700.0,2010-04-19,650000.0
for_sale,2.0,2.0,,Newton,New Jersey,7860.0,,2021-12-16,339900.0
for_sale,,,16.69,Fredon Township,New Jersey,7860.0,,2015-12-04,300000.0
for_sale,2.0,1.0,0.75,Mount Olive Township,New Jersey,7840.0,,,450000.0
for_sale,5.0,4.0,75.0,Green Township,New Jersey,7860.0,5658.0,2012-04-25,1795000.0
for_sale,1.0,1.0,0.28,Jefferson Township,New Jersey,7849.0,,,144900.0
for_sale,5.0,2.0,1.15,Jefferson Township,New Jersey,7438.0,,,225000.0
for_sale,2.0,1.0,0.24,West Milford,New Jersey,7480.0,,,159888.0
for_sale,2.0,2.0,0.24,Rockaway,New Jersey,7866.0,,,225000.0
for_sale,2.0,1.0,0.21,Jefferson Township,New Jersey,7849.0,,,219999.0
for_sale,,,9.18,Jefferson Township,New Jersey,7849.0,,,195000.0
for_sale,4.0,3.0,4.37,Montville Township,New Jersey,7045.0,2916.0,2015-02-04,649000.0
for_sale,3.0,2.0,0.04,Parsippany Troy Hills Township,New Jersey,7878.0,,2019-02-11,299999.0
for_sale,4.0,3.0,0.5,Sparta,New Jersey,7871.0,,,380000.0
for_sale,4.0,2.0,1.1,West Milford,New Jersey,7438.0,,1995-02-23,512000.0
for_sale,5.0,3.0,1.3,Jefferson Township,New Jersey,7849.0,,2002-01-22,625000.0
for_sale,4.0,3.0,0.29,Ogdensburg,New Jersey,7439.0,,1994-02-04,349900.0
for_sale,7.0,7.0,7.1,Kinnelon,New Jersey,7405.0,,2001-10-02,1750000.0
for_sale,4.0,2.0,,Sparta,New Jersey,7871.0,,2018-09-18,399999.0
for_sale,4.0,3.0,0.97,Rockaway,New Jersey,7866.0,4090.0,1995-08-15,685000.0
for_sale,,,2.26,Sparta,New Jersey,7871.0,,2021-04-15,200000.0
for_sale,3.0,2.0,0.11,Dover,New Jersey,7801.0,,2020-10-14,359900.0
for_sale,5.0,5.0,1.52,Kinnelon,New Jersey,7405.0,,1997-01-31,2195000.0
for_sale,5.0,5.0,3.74,Sparta,New Jersey,7871.0,5435.0,2012-03-20,850000.0
for_sale,4.0,2.0,2.0,Randolph,New Jersey,7869.0,,2018-06-08,499900.0
for_sale,4.0,3.0,0.36,Roxbury Township,New Jersey,7876.0,,1994-10-14,469000.0
for_sale,3.0,3.0,0.28,Mine Hill,New Jersey,7803.0,,2021-11-01,419000.0
for_sale,4.0,6.0,1.42,Kinnelon,New Jersey,7405.0,,2008-08-19,1200000.0
for_sale,3.0,2.0,0.23,Parsippany Troy Hills Township,New Jersey,7054.0,,2021-08-03,399000.0
for_sale,2.0,2.0,,Rockaway,New Jersey,7866.0,1431.0,,459900.0
for_sale,2.0,2.0,9.14,West Milford,New Jersey,7480.0,,2005-04-21,550000.0
for_sale,5.0,4.0,1.97,Morris Twp,New Jersey,7960.0,,,899000.0
for_sale,4.0,2.0,0.09,Parsippany Troy Hills Township,New Jersey,7054.0,,2021-08-03,488800.0
for_sale,4.0,3.0,0.44,Denville,New Jersey,7834.0,,2015-10-27,539000.0
for_sale,4.0,4.0,1.67,Kinnelon,New Jersey,7405.0,,2007-12-19,1450000.0
for_sale,,,0.18,Morris Twp,New Jersey,7960.0,,2007-07-12,199500.0
for_sale,5.0,4.0,3.49,Kinnelon,New Jersey,7405.0,,2007-12-19,1950000.0
for_sale,,,2.1,Parsippany Troy Hills Township,New Jersey,7950.0,,1989-04-25,375000.0
for_sale,,,0.51,Randolph,New Jersey,7869.0,,,100000.0
for_sale,,,,Kinnelon,New Jersey,7405.0,,2006-11-02,325000.0
for_sale,1.0,1.0,,Rockaway,New Jersey,7866.0,914.0,,339900.0
for_sale,,,2.0,Mendham Township,New Jersey,7960.0,,,450000.0
for_sale,,,4.62,Rockaway,New Jersey,7801.0,,,425000.0
for_sale,2.0,2.0,,Rockaway,New Jersey,7866.0,1800.0,,579900.0
for_sale,5.0,7.0,0.55,Montville Township,New Jersey,7058.0,,2021-01-25,1395000.0
for_sale,5.0,4.0,0.47,Mine Hill,New Jersey,7803.0,2950.0,,599000.0
for_sale,4.0,4.0,0.14,Parsippany Troy Hills Township,New Jersey,7054.0,,2020-11-16,747500.0
for_sale,,,0.34,Morristown,New Jersey,7960.0,,,350000.0
for_sale,3.0,2.0,0.48,Rockaway,New Jersey,7866.0,,2001-02-09,185000.0
for_sale,3.0,3.0,0.11,West Milford,New Jersey,7480.0,,2018-11-30,85000.0
for_sale,3.0,3.0,2.19,Kinnelon,New Jersey,7405.0,,2016-02-25,368000.0
for_sale,3.0,2.0,0.7,Randolph,New Jersey,7869.0,1562.0,2004-04-14,349000.0
for_sale,3.0,1.0,0.18,Jefferson Township,New Jersey,7849.0,,,279000.0
for_sale,3.0,2.0,0.63,Jefferson Township,New Jersey,7438.0,,,319000.0
for_sale,2.0,3.0,,Randolph,New Jersey,7869.0,,2010-07-08,349000.0
for_sale,3.0,3.0,0.06,Parsippany Troy Hills Township,New Jersey,7054.0,,1999-09-02,585000.0
for_sale,3.0,2.0,0.29,Butler,New Jersey,7405.0,,2006-01-04,424000.0
for_sale,1.0,2.0,0.13,Rockaway,New Jersey,7866.0,915.0,2016-03-18,254000.0
for_sale,4.0,1.0,0.29,Jefferson Township,New Jersey,7849.0,1688.0,1968-09-24,345000.0
for_sale,1.0,1.0,0.09,Denville,New Jersey,7834.0,,,215000.0
for_sale,6.0,4.0,0.53,Jefferson Township,New Jersey,7849.0,3400.0,,1200000.0
for_sale,4.0,2.0,0.39,Ogdensburg,New Jersey,7439.0,,2014-05-19,315000.0
for_sale,3.0,2.0,0.09,Denville,New Jersey,7834.0,,1996-06-20,350000.0
for_sale,3.0,1.0,1.2,West Milford,New Jersey,7480.0,,2006-04-07,259000.0
for_sale,3.0,2.0,0.12,West Milford,New Jersey,7480.0,1576.0,,324900.0
for_sale,3.0,2.0,0.33,Ogdensburg,New Jersey,7439.0,,1999-08-04,359000.0
for_sale,3.0,3.0,0.34,Morristown,New Jersey,7960.0,,2007-02-08,599000.0
for_sale,2.0,2.0,0.13,Rockaway,New Jersey,7866.0,,2001-08-22,339000.0
for_sale,6.0,7.0,0.94,Mountain Lakes,New Jersey,7046.0,,1999-10-14,1699000.0
for_sale,3.0,2.0,0.18,Parsippany Troy Hills Township,New Jersey,7034.0,1850.0,1990-02-28,399900.0
for_sale,4.0,3.0,0.5,Montville Township,New Jersey,7058.0,,1994-08-01,499000.0
for_sale,3.0,4.0,1.79,Kinnelon,New Jersey,7405.0,,,1388000.0
for_sale,7.0,3.0,0.12,Wharton,New Jersey,7885.0,,,579999.0
for_sale,3.0,3.0,0.56,Sparta,New Jersey,7871.0,,1998-01-06,449000.0
for_sale,4.0,3.0,0.4,Kinnelon,New Jersey,7405.0,,,599000.0
for_sale,3.0,2.0,0.18,Jefferson Township,New Jersey,7849.0,,2016-09-22,589000.0
for_sale,4.0,3.0,0.69,West Milford,New Jersey,7480.0,,,380000.0
for_sale,3.0,3.0,0.26,Morris Plains,New Jersey,7950.0,,1999-05-04,459900.0
for_sale,4.0,3.0,0.14,Denville,New Jersey,7834.0,1989.0,1994-12-16,375000.0
for_sale,4.0,4.0,4.25,Randolph,New Jersey,7869.0,4382.0,,850000.0
for_sale,4.0,3.0,0.18,Morris Twp,New Jersey,7960.0,2460.0,2014-01-02,669900.0
for_sale,,,0.24,Rockaway,New Jersey,7866.0,,,149900.0
for_sale,2.0,2.0,0.12,West Milford,New Jersey,7480.0,,2007-01-04,349000.0
for_sale,,,2.79,Sparta,New Jersey,7871.0,,2021-04-19,209000.0
for_sale,4.0,5.0,0.55,Rockaway,New Jersey,7435.0,5945.0,,2200000.0
for_sale,,,2.8,Kinnelon,New Jersey,7405.0,,,250000.0
for_sale,5.0,4.0,95.0,Rockaway,New Jersey,7005.0,,,2650000.0
for_sale,3.0,3.0,0.31,Rockaway,New Jersey,7435.0,,,499900.0
for_sale,5.0,6.0,3.01,Mendham Township,New Jersey,7960.0,6950.0,2011-09-13,1850000.0
for_sale,,,0.53,Rockaway,New Jersey,7801.0,,,579000.0
for_sale,3.0,1.0,2.13,Bloomingdale,New Jersey,7403.0,,2020-09-08,355000.0
for_sale,2.0,1.0,0.46,Hardyston,New Jersey,7460.0,,,175000.0
for_sale,2.0,2.0,0.12,Butler,New Jersey,7405.0,,2001-03-02,295000.0
for_sale,,,1.26,Hopatcong,New Jersey,7849.0,,2003-09-19,62000.0
for_sale,4.0,2.0,0.23,Wharton,New Jersey,7885.0,,2009-11-20,349999.0
for_sale,3.0,1.0,0.37,Jefferson Township,New Jersey,7885.0,,,309000.0
for_sale,3.0,1.0,0.4,Rockaway,New Jersey,7866.0,,2015-09-08,275000.0
for_sale,5.0,6.0,4.6,Sparta,New Jersey,7871.0,,2007-01-25,1549000.0
for_sale,3.0,1.0,0.15,Jefferson Township,New Jersey,7849.0,,2010-11-03,299000.0
for_sale,1.0,1.0,,Rockaway,New Jersey,7866.0,951.0,,359900.0
for_sale,3.0,2.0,0.15,Rockaway,New Jersey,7801.0,,1995-01-30,375000.0
for_sale,2.0,2.0,0.17,Parsippany Troy Hills Township,New Jersey,7054.0,,2018-04-17,389900.0
for_sale,2.0,3.0,0.1,Montville Township,New Jersey,7045.0,,1996-08-26,579900.0
for_sale,5.0,4.0,1.38,Rockaway,New Jersey,7005.0,6000.0,2016-09-01,899000.0
for_sale,4.0,4.0,0.1,Montville Township,New Jersey,7045.0,,1999-03-04,737900.0
for_sale,5.0,6.0,1.51,Kinnelon,New Jersey,7405.0,,2019-01-03,1500000.0
for_sale,2.0,2.0,,Rockaway,New Jersey,7866.0,1408.0,,459900.0
for_sale,3.0,2.0,0.4,Morris Twp,New Jersey,7960.0,,,589500.0
for_sale,1.0,1.0,,Parsippany Troy Hills Township,New Jersey,7950.0,,,180000.0
for_sale,2.0,2.0,,Rockaway,New Jersey,7866.0,1637.0,,529900.0
for_sale,4.0,4.0,4.17,Sparta,New Jersey,7871.0,,1994-07-25,795000.0
for_sale,4.0,4.0,3.7,Kinnelon,New Jersey,7405.0,,1994-06-13,775000.0
for_sale,2.0,2.0,6.29,Kinnelon,New Jersey,7405.0,,1998-06-16,1200000.0
for_sale,4.0,3.0,1.73,Denville,New Jersey,7834.0,,2007-01-11,599900.0
for_sale,3.0,2.0,0.54,Morris Plains,New Jersey,7950.0,,2000-10-10,650000.0
for_sale,3.0,2.0,0.15,Jefferson Township,New Jersey,7849.0,,2005-11-22,639000.0
for_sale,4.0,2.0,0.48,Rockaway Boro,New Jersey,7866.0,,2018-07-16,479000.0
for_sale,4.0,3.0,0.37,Rockaway,New Jersey,7866.0,,2005-07-13,509900.0
for_sale,4.0,3.0,2.6,Sparta,New Jersey,7871.0,3000.0,2017-08-21,600000.0
for_sale,4.0,3.0,0.4,Denville,New Jersey,7834.0,,,639900.0
for_sale,4.0,3.0,0.37,Randolph,New Jersey,7869.0,,1998-04-16,655000.0
for_sale,5.0,6.0,1.31,Kinnelon,New Jersey,7405.0,6752.0,1992-01-13,950000.0
for_sale,4.0,4.0,1.13,Randolph,New Jersey,7869.0,,2007-09-27,989000.0
for_sale,,,4.86,Montville Township,New Jersey,7045.0,,,320000.0
for_sale,5.0,3.0,0.33,Morris Twp,New Jersey,7960.0,3008.0,,650000.0
for_sale,5.0,3.0,0.26,Hanover Twp,New Jersey,7981.0,,2005-03-16,633000.0
for_sale,6.0,6.0,0.37,East Hanover,New Jersey,7936.0,,2017-01-11,1699000.0
for_sale,4.0,3.0,0.33,Randolph,New Jersey,7869.0,,,589000.0
for_sale,4.0,3.0,0.92,Kinnelon,New Jersey,7405.0,3048.0,2008-03-31,768000.0
for_sale,5.0,1.0,0.41,Hanover Twp,New Jersey,7981.0,,,610000.0
for_sale,,,1.29,Montville Township,New Jersey,7005.0,,2021-07-12,349900.0
for_sale,,,1.57,Rockaway Boro,New Jersey,7866.0,,2012-08-23,469990.0
for_sale,2.0,2.0,0.17,Rockaway,New Jersey,7801.0,,,139900.0
for_sale,3.0,1.0,0.18,Parsippany Troy Hills Township,New Jersey,7878.0,1135.0,1995-02-13,319900.0
for_sale,3.0,2.0,0.34,Jefferson Township,New Jersey,7849.0,,1992-06-02,375000.0
for_sale,4.0,4.0,2.9,Chester Township,New Jersey,7930.0,3836.0,,699900.0
for_sale,4.0,3.0,0.17,Morris Twp,New Jersey,7960.0,2410.0,2016-09-20,475000.0
for_sale,3.0,2.0,0.17,Parsippany Troy Hills Township,New Jersey,7878.0,1794.0,,400000.0
for_sale,2.0,2.0,0.08,Hanover Twp,New Jersey,7927.0,,,349000.0
for_sale,2.0,3.0,0.1,Hanover Twp,New Jersey,7981.0,,1993-06-14,400000.0
for_sale,4.0,3.0,0.32,Parsippany Troy Hills Township,New Jersey,7878.0,1800.0,,499000.0
for_sale,4.0,3.0,1.19,Parsippany Troy Hills Township,New Jersey,7054.0,,2017-03-17,595000.0
for_sale,3.0,3.0,0.78,Jefferson Township,New Jersey,7849.0,2500.0,1996-08-27,489000.0
for_sale,2.0,1.0,0.2,West Milford,New Jersey,7480.0,,1993-09-08,289000.0
for_sale,2.0,2.0,0.13,Rockaway,New Jersey,7866.0,1369.0,2016-08-31,339999.0
for_sale,3.0,3.0,0.87,Boonton Township,New Jersey,7005.0,1901.0,,499000.0
for_sale,2.0,1.0,0.18,Rockaway,New Jersey,7866.0,864.0,,325000.0
for_sale,4.0,4.0,2.54,Rockaway,New Jersey,7005.0,,2017-10-30,875000.0
for_sale,3.0,2.0,4.32,Sparta,New Jersey,7871.0,,,399000.0
for_sale,3.0,3.0,2.51,Randolph,New Jersey,7869.0,,2020-08-20,799000.0
for_sale,2.0,3.0,2.48,Boonton,New Jersey,7005.0,,,449000.0
for_sale,2.0,3.0,,Rockaway,New Jersey,7885.0,1568.0,,355000.0
for_sale,3.0,4.0,0.1,Rockaway Boro,New Jersey,7866.0,,2003-12-30,399000.0
for_sale,3.0,3.0,0.38,Wharton,New Jersey,7885.0,1750.0,,449900.0
for_sale,3.0,2.0,0.15,Rockaway,New Jersey,7866.0,,1992-01-30,359900.0
for_sale,,,0.41,Jefferson Township,New Jersey,7849.0,,,75000.0
for_sale,2.0,1.0,,Parsippany Troy Hills Township,New Jersey,7950.0,,,249900.0
for_sale,4.0,3.0,0.41,Mountain Lakes,New Jersey,7046.0,,2014-10-17,799900.0
for_sale,3.0,3.0,,Denville,New Jersey,7834.0,,2016-03-08,475000.0
for_sale,3.0,2.0,0.52,Randolph,New Jersey,7869.0,1461.0,2018-10-17,425000.0
for_sale,4.0,5.0,8.2,West Milford,New Jersey,7480.0,,2018-05-17,950000.0
for_sale,4.0,4.0,0.55,Morris Twp,New Jersey,7950.0,,2021-11-10,799000.0
for_sale,5.0,3.0,1.21,Denville,New Jersey,7834.0,,2007-05-25,799900.0
for_sale,3.0,2.0,0.12,Morris Twp,New Jersey,7950.0,,2016-07-27,535000.0
for_sale,3.0,2.0,0.15,Parsippany Troy Hills Township,New Jersey,7834.0,,2016-06-27,500000.0
for_sale,4.0,4.0,0.37,Rockaway,New Jersey,7866.0,,2002-08-12,595000.0
for_sale,4.0,2.0,0.42,West Milford,New Jersey,7480.0,,1991-01-15,445000.0
for_sale,3.0,2.0,0.21,Morris Plains,New Jersey,7950.0,,,565000.0
for_sale,5.0,6.0,3.07,Mendham Township,New Jersey,7960.0,,1994-06-01,1350000.0
for_sale,3.0,2.0,0.12,Wharton,New Jersey,7885.0,1700.0,2020-11-03,425000.0
for_sale,5.0,3.0,0.61,Randolph,New Jersey,7869.0,,1998-01-15,799999.0
for_sale,5.0,3.0,0.16,Dover,New Jersey,7801.0,2654.0,2017-07-05,650000.0
for_sale,4.0,5.0,3.35,Sparta,New Jersey,7871.0,5280.0,2013-09-09,1200000.0
for_sale,,,21.0,Boonton Township,New Jersey,7005.0,,2010-06-21,450000.0
for_sale,2.0,1.0,0.54,Sparta,New Jersey,7871.0,660.0,2022-02-07,150000.0
for_sale,1.0,1.0,2.68,West Milford,New Jersey,7480.0,,,185000.0
for_sale,3.0,1.0,0.21,Sparta,New Jersey,7871.0,,1977-08-01,253000.0
for_sale,1.0,2.0,0.04,Victory Gardens,New Jersey,7801.0,990.0,2020-10-05,220000.0
for_sale,2.0,3.0,,Jefferson Township,New Jersey,7438.0,,2019-04-04,249999.0
for_sale,5.0,5.0,0.39,Parsippany Troy Hills Township,New Jersey,7054.0,6000.0,1988-05-23,688750.0
for_sale,3.0,1.0,0.14,Jefferson Township,New Jersey,7849.0,1020.0,,255000.0
for_sale,3.0,2.0,1.08,Parsippany Troy Hills Township,New Jersey,7950.0,,,350000.0
for_sale,3.0,2.0,0.25,Morris Twp,New Jersey,7960.0,,,395000.0
for_sale,2.0,2.0,0.13,Rockaway,New Jersey,7866.0,,2005-04-18,399900.0
for_sale,4.0,3.0,0.34,Boonton,New Jersey,7005.0,,2015-02-11,669500.0
for_sale,2.0,2.0,0.08,Denville,New Jersey,7834.0,1045.0,2018-11-13,400000.0
for_sale,3.0,3.0,0.63,Boonton Township,New Jersey,7005.0,,2013-10-28,675000.0
for_sale,1.0,1.0,,Rockaway,New Jersey,7866.0,,2002-12-16,310000.0
for_sale,3.0,2.0,0.17,Mine Hill,New Jersey,7803.0,,2017-06-26,399900.0
for_sale,1.0,1.0,,Parsippany Troy Hills Township,New Jersey,7950.0,,,185000.0
for_sale,3.0,1.0,0.1,Parsippany Troy Hills Township,New Jersey,7834.0,,2021-04-19,359900.0
for_sale,3.0,4.0,0.34,Montville Township,New Jersey,7045.0,,,625000.0
for_sale,4.0,3.0,0.59,Randolph,New Jersey,7869.0,,2018-08-14,760000.0
for_sale,2.0,1.0,0.22,Jefferson Township,New Jersey,7885.0,888.0,2008-07-21,349000.0
for_sale,5.0,4.0,1.04,Parsippany Troy Hills Township,New Jersey,7950.0,,2007-03-30,1150000.0
for_sale,4.0,3.0,0.34,Wharton,New Jersey,7885.0,,1998-08-20,550000.0
for_sale,3.0,2.0,0.19,Hanover Twp,New Jersey,7927.0,1862.0,2003-10-03,459999.0
for_sale,2.0,1.0,,Parsippany Troy Hills Township,New Jersey,7950.0,852.0,,225000.0
for_sale,2.0,3.0,,Randolph,New Jersey,7869.0,,2021-10-18,389900.0
for_sale,3.0,3.0,0.34,Rockaway Boro,New Jersey,7866.0,,1998-03-26,449900.0
for_sale,,,0.32,Rockaway,New Jersey,7866.0,,,45000.0
for_sale,3.0,2.0,0.12,Denville,New Jersey,7834.0,,2008-09-12,737000.0
for_sale,6.0,2.0,0.22,Wharton,New Jersey,7885.0,2316.0,1998-10-27,499000.0
for_sale,4.0,3.0,0.3,Rockaway,New Jersey,7866.0,2338.0,2000-06-22,535000.0
for_sale,2.0,2.0,0.25,Hanover Twp,New Jersey,7981.0,,,600000.0
for_sale,4.0,3.0,0.64,Randolph,New Jersey,7869.0,3600.0,2001-09-13,950000.0
for_sale,4.0,2.0,0.72,Randolph,New Jersey,7869.0,,2010-06-14,579000.0
for_sale,4.0,3.0,0.42,East Hanover,New Jersey,7936.0,,1986-03-14,830000.0
for_sale,5.0,2.0,0.12,Dover,New Jersey,7801.0,,2016-12-06,395000.0
for_sale,4.0,2.0,0.07,Morristown,New Jersey,7960.0,,2016-11-16,535000.0
for_sale,,,7.05,Rockaway,New Jersey,7801.0,,,300000.0
for_sale,4.0,4.0,1.01,Kinnelon,New Jersey,7405.0,3295.0,2010-06-24,899000.0
for_sale,3.0,3.0,0.39,Rockaway,New Jersey,7866.0,1592.0,,775018.0
for_sale,3.0,2.0,0.37,Jefferson Township,New Jersey,7849.0,,,675000.0
for_sale,6.0,8.0,3.38,Chester Township,New Jersey,7930.0,7148.0,2012-12-11,1650000.0
for_sale,3.0,3.0,0.87,Boonton Township,New Jersey,7005.0,,,560000.0
for_sale,2.0,2.0,0.28,Jefferson Township,New Jersey,7438.0,,2018-03-29,259900.0
for_sale,3.0,2.0,0.42,West Milford,New Jersey,7435.0,,,289999.0
for_sale,2.0,2.0,0.24,Hanover Twp,New Jersey,7927.0,,2017-08-30,395000.0
for_sale,4.0,4.0,0.41,Butler,New Jersey,7405.0,,2020-04-02,699000.0
for_sale,2.0,1.0,0.12,Mount Arlington,New Jersey,7856.0,,,299999.0
for_sale,2.0,2.0,0.15,Wharton,New Jersey,7885.0,672.0,2003-05-13,310000.0
for_sale,3.0,1.0,0.14,Boonton,New Jersey,7005.0,,2018-11-29,355000.0
for_sale,4.0,2.0,1.04,Randolph,New Jersey,7869.0,,2004-12-27,535000.0
for_sale,4.0,4.0,0.57,Randolph,New Jersey,7869.0,3400.0,2002-09-16,775000.0
for_sale,2.0,2.0,,Hanover Twp,New Jersey,7981.0,,2018-10-26,459000.0
for_sale,1.0,1.0,,Parsippany Troy Hills Township,New Jersey,7950.0,800.0,,189000.0
for_sale,2.0,1.0,0.21,Rockaway,New Jersey,7866.0,984.0,1996-01-22,325000.0
for_sale,2.0,3.0,0.1,Montville Township,New Jersey,7082.0,,2002-06-26,418800.0
for_sale,5.0,5.0,0.9,Mountain Lakes,New Jersey,7046.0,,2005-09-07,869000.0
for_sale,2.0,3.0,,Denville,New Jersey,7834.0,,2017-12-14,395000.0
for_sale,2.0,3.0,3.51,Boonton,New Jersey,7005.0,,,499000.0
for_sale,5.0,5.0,1.53,Randolph,New Jersey,7869.0,,1998-07-16,1050000.0
for_sale,2.0,4.0,0.1,Montville Township,New Jersey,7045.0,,1998-04-20,671800.0
for_sale,4.0,4.0,1.02,Randolph,New Jersey,7869.0,,,750000.0
for_sale,3.0,3.0,0.06,Rockaway,New Jersey,7866.0,1535.0,2004-09-16,419000.0
for_sale,5.0,4.0,0.59,Randolph,New Jersey,7869.0,,2019-09-25,958000.0
for_sale,3.0,2.0,0.06,Parsippany Troy Hills Township,New Jersey,7950.0,,2013-07-30,499000.0
for_sale,2.0,2.0,,Sparta,New Jersey,7871.0,,,264900.0
for_sale,2.0,3.0,0.1,Montville Township,New Jersey,7045.0,,2006-05-16,669000.0
for_sale,2.0,4.0,,Randolph,New Jersey,7869.0,,,500000.0
for_sale,3.0,2.0,0.12,Denville,New Jersey,7834.0,1804.0,2016-06-06,575000.0
for_sale,5.0,3.0,0.57,Randolph,New Jersey,7869.0,,2005-07-14,835000.0
for_sale,4.0,3.0,0.34,Randolph,New Jersey,7869.0,,2017-11-06,579000.0
for_sale,5.0,3.0,0.21,Dover,New Jersey,7801.0,2845.0,2018-09-17,475000.0
for_sale,2.0,1.0,0.09,Wharton,New Jersey,7885.0,,,259900.0
for_sale,4.0,3.0,0.29,Boonton,New Jersey,7005.0,,2015-10-26,599000.0
for_sale,5.0,3.0,0.34,Dover,New Jersey,7801.0,,2020-01-09,495000.0
for_sale,4.0,2.0,0.17,Wharton,New Jersey,7885.0,,,399000.0
for_sale,3.0,4.0,,Mountain Lakes,New Jersey,7046.0,2850.0,2016-09-28,925000.0
